,L,U
20010114,6.0,6.0
20010115,6.0,6.0
20010116,6.0,6.0
20010117,6.0,6.0
20010118,6.0,6.0
20010119,6.0,6.0
20010120,6.0,6.0
20010121,6.0,6.0
20010122,6.0,6.0
20010123,6.0,6.0
20010124,6.0,6.0
20010125,6.0,6.0
20010126,6.0,6.0
20010127,6.0,6.0
20010128,6.0,6.0
20010129,6.0,6.0
20010130,6.0,6.0
20010131,5.5,5.5
20010201,5.5,5.5
20010202,5.5,5.5
20010203,5.5,5.5
20010204,5.5,5.5
20010205,5.5,5.5
20010206,5.5,5.5
20010207,5.5,5.5
20010208,5.5,5.5
20010209,5.5,5.5
20010210,5.5,5.5
20010211,5.5,5.5
20010212,5.5,5.5
20010213,5.5,5.5
20010214,5.5,5.5
20010215,5.5,5.5
20010216,5.5,5.5
20010217,5.5,5.5
20010218,5.5,5.5
20010219,5.5,5.5
20010220,5.5,5.5
20010221,5.5,5.5
20010222,5.5,5.5
20010223,5.5,5.5
20010224,5.5,5.5
20010225,5.5,5.5
20010226,5.5,5.5
20010227,5.5,5.5
20010228,5.5,5.5
20010301,5.5,5.5
20010302,5.5,5.5
20010303,5.5,5.5
20010304,5.5,5.5
20010305,5.5,5.5
20010306,5.5,5.5
20010307,5.5,5.5
20010308,5.5,5.5
20010309,5.5,5.5
20010310,5.5,5.5
20010311,5.5,5.5
20010312,5.5,5.5
20010313,5.5,5.5
20010314,5.5,5.5
20010315,5.5,5.5
20010316,5.5,5.5
20010317,5.5,5.5
20010318,5.5,5.5
20010319,5.5,5.5
20010320,5.0,5.0
20010321,5.0,5.0
20010322,5.0,5.0
20010323,5.0,5.0
20010324,5.0,5.0
20010325,5.0,5.0
20010326,5.0,5.0
20010327,5.0,5.0
20010328,5.0,5.0
20010329,5.0,5.0
20010330,5.0,5.0
20010331,5.0,5.0
20010401,5.0,5.0
20010402,5.0,5.0
20010403,5.0,5.0
20010404,5.0,5.0
20010405,5.0,5.0
20010406,5.0,5.0
20010407,5.0,5.0
20010408,5.0,5.0
20010409,5.0,5.0
20010410,5.0,5.0
20010411,5.0,5.0
20010412,5.0,5.0
20010413,5.0,5.0
20010414,5.0,5.0
20010415,5.0,5.0
20010416,5.0,5.0
20010417,5.0,5.0
20010418,4.5,4.5
20010419,4.5,4.5
20010420,4.5,4.5
20010421,4.5,4.5
20010422,4.5,4.5
20010423,4.5,4.5
20010424,4.5,4.5
20010425,4.5,4.5
20010426,4.5,4.5
20010427,4.5,4.5
20010428,4.5,4.5
20010429,4.5,4.5
20010430,4.5,4.5
20010501,4.5,4.5
20010502,4.5,4.5
20010503,4.5,4.5
20010504,4.5,4.5
20010505,4.5,4.5
20010506,4.5,4.5
20010507,4.5,4.5
20010508,4.5,4.5
20010509,4.5,4.5
20010510,4.5,4.5
20010511,4.5,4.5
20010512,4.5,4.5
20010513,4.5,4.5
20010514,4.5,4.5
20010515,4.0,4.0
20010516,4.0,4.0
20010517,4.0,4.0
20010518,4.0,4.0
20010519,4.0,4.0
20010520,4.0,4.0
20010521,4.0,4.0
20010522,4.0,4.0
20010523,4.0,4.0
20010524,4.0,4.0
20010525,4.0,4.0
20010526,4.0,4.0
20010527,4.0,4.0
20010528,4.0,4.0
20010529,4.0,4.0
20010530,4.0,4.0
20010531,4.0,4.0
20010601,4.0,4.0
20010602,4.0,4.0
20010603,4.0,4.0
20010604,4.0,4.0
20010605,4.0,4.0
20010606,4.0,4.0
20010607,4.0,4.0
20010608,4.0,4.0
20010609,4.0,4.0
20010610,4.0,4.0
20010611,4.0,4.0
20010612,4.0,4.0
20010613,4.0,4.0
20010614,4.0,4.0
20010615,4.0,4.0
20010616,4.0,4.0
20010617,4.0,4.0
20010618,4.0,4.0
20010619,4.0,4.0
20010620,4.0,4.0
20010621,4.0,4.0
20010622,4.0,4.0
20010623,4.0,4.0
20010624,4.0,4.0
20010625,4.0,4.0
20010626,4.0,4.0
20010627,3.75,3.75
20010628,3.75,3.75
20010629,3.75,3.75
20010630,3.75,3.75
20010701,3.75,3.75
20010702,3.75,3.75
20010703,3.75,3.75
20010704,3.75,3.75
20010705,3.75,3.75
20010706,3.75,3.75
20010707,3.75,3.75
20010708,3.75,3.75
20010709,3.75,3.75
20010710,3.75,3.75
20010711,3.75,3.75
20010712,3.75,3.75
20010713,3.75,3.75
20010714,3.75,3.75
20010715,3.75,3.75
20010716,3.75,3.75
20010717,3.75,3.75
20010718,3.75,3.75
20010719,3.75,3.75
20010720,3.75,3.75
20010721,3.75,3.75
20010722,3.75,3.75
20010723,3.75,3.75
20010724,3.75,3.75
20010725,3.75,3.75
20010726,3.75,3.75
20010727,3.75,3.75
20010728,3.75,3.75
20010729,3.75,3.75
20010730,3.75,3.75
20010731,3.75,3.75
20010801,3.75,3.75
20010802,3.75,3.75
20010803,3.75,3.75
20010804,3.75,3.75
20010805,3.75,3.75
20010806,3.75,3.75
20010807,3.75,3.75
20010808,3.75,3.75
20010809,3.75,3.75
20010810,3.75,3.75
20010811,3.75,3.75
20010812,3.75,3.75
20010813,3.75,3.75
20010814,3.75,3.75
20010815,3.75,3.75
20010816,3.75,3.75
20010817,3.75,3.75
20010818,3.75,3.75
20010819,3.75,3.75
20010820,3.75,3.75
20010821,3.5,3.5
20010822,3.5,3.5
20010823,3.5,3.5
20010824,3.5,3.5
20010825,3.5,3.5
20010826,3.5,3.5
20010827,3.5,3.5
20010828,3.5,3.5
20010829,3.5,3.5
20010830,3.5,3.5
20010831,3.5,3.5
20010901,3.5,3.5
20010902,3.5,3.5
20010903,3.5,3.5
20010904,3.5,3.5
20010905,3.5,3.5
20010906,3.5,3.5
20010907,3.5,3.5
20010908,3.5,3.5
20010909,3.5,3.5
20010910,3.5,3.5
20010911,3.5,3.5
20010912,3.5,3.5
20010913,3.5,3.5
20010914,3.5,3.5
20010915,3.5,3.5
20010916,3.5,3.5
20010917,3.0,3.0
20010918,3.0,3.0
20010919,3.0,3.0
20010920,3.0,3.0
20010921,3.0,3.0
20010922,3.0,3.0
20010923,3.0,3.0
20010924,3.0,3.0
20010925,3.0,3.0
20010926,3.0,3.0
20010927,3.0,3.0
20010928,3.0,3.0
20010929,3.0,3.0
20010930,3.0,3.0
20011001,3.0,3.0
20011002,2.5,2.5
20011003,2.5,2.5
20011004,2.5,2.5
20011005,2.5,2.5
20011006,2.5,2.5
20011007,2.5,2.5
20011008,2.5,2.5
20011009,2.5,2.5
20011010,2.5,2.5
20011011,2.5,2.5
20011012,2.5,2.5
20011013,2.5,2.5
20011014,2.5,2.5
20011015,2.5,2.5
20011016,2.5,2.5
20011017,2.5,2.5
20011018,2.5,2.5
20011019,2.5,2.5
20011020,2.5,2.5
20011021,2.5,2.5
20011022,2.5,2.5
20011023,2.5,2.5
20011024,2.5,2.5
20011025,2.5,2.5
20011026,2.5,2.5
20011027,2.5,2.5
20011028,2.5,2.5
20011029,2.5,2.5
20011030,2.5,2.5
20011031,2.5,2.5
20011101,2.5,2.5
20011102,2.5,2.5
20011103,2.5,2.5
20011104,2.5,2.5
20011105,2.5,2.5
20011106,2.0,2.0
20011107,2.0,2.0
20011108,2.0,2.0
20011109,2.0,2.0
20011110,2.0,2.0
20011111,2.0,2.0
20011112,2.0,2.0
20011113,2.0,2.0
20011114,2.0,2.0
20011115,2.0,2.0
20011116,2.0,2.0
20011117,2.0,2.0
20011118,2.0,2.0
20011119,2.0,2.0
20011120,2.0,2.0
20011121,2.0,2.0
20011122,2.0,2.0
20011123,2.0,2.0
20011124,2.0,2.0
20011125,2.0,2.0
20011126,2.0,2.0
20011127,2.0,2.0
20011128,2.0,2.0
20011129,2.0,2.0
20011130,2.0,2.0
20011201,2.0,2.0
20011202,2.0,2.0
20011203,2.0,2.0
20011204,2.0,2.0
20011205,2.0,2.0
20011206,2.0,2.0
20011207,2.0,2.0
20011208,2.0,2.0
20011209,2.0,2.0
20011210,2.0,2.0
20011211,1.75,1.75
20011212,1.75,1.75
20011213,1.75,1.75
20011214,1.75,1.75
20011215,1.75,1.75
20011216,1.75,1.75
20011217,1.75,1.75
20011218,1.75,1.75
20011219,1.75,1.75
20011220,1.75,1.75
20011221,1.75,1.75
20011222,1.75,1.75
20011223,1.75,1.75
20011224,1.75,1.75
20011225,1.75,1.75
20011226,1.75,1.75
20011227,1.75,1.75
20011228,1.75,1.75
20011229,1.75,1.75
20011230,1.75,1.75
20011231,1.75,1.75
20020101,1.75,1.75
20020102,1.75,1.75
20020103,1.75,1.75
20020104,1.75,1.75
20020105,1.75,1.75
20020106,1.75,1.75
20020107,1.75,1.75
20020108,1.75,1.75
20020109,1.75,1.75
20020110,1.75,1.75
20020111,1.75,1.75
20020112,1.75,1.75
20020113,1.75,1.75
20020114,1.75,1.75
20020115,1.75,1.75
20020116,1.75,1.75
20020117,1.75,1.75
20020118,1.75,1.75
20020119,1.75,1.75
20020120,1.75,1.75
20020121,1.75,1.75
20020122,1.75,1.75
20020123,1.75,1.75
20020124,1.75,1.75
20020125,1.75,1.75
20020126,1.75,1.75
20020127,1.75,1.75
20020128,1.75,1.75
20020129,1.75,1.75
20020130,1.75,1.75
20020131,1.75,1.75
20020201,1.75,1.75
20020202,1.75,1.75
20020203,1.75,1.75
20020204,1.75,1.75
20020205,1.75,1.75
20020206,1.75,1.75
20020207,1.75,1.75
20020208,1.75,1.75
20020209,1.75,1.75
20020210,1.75,1.75
20020211,1.75,1.75
20020212,1.75,1.75
20020213,1.75,1.75
20020214,1.75,1.75
20020215,1.75,1.75
20020216,1.75,1.75
20020217,1.75,1.75
20020218,1.75,1.75
20020219,1.75,1.75
20020220,1.75,1.75
20020221,1.75,1.75
20020222,1.75,1.75
20020223,1.75,1.75
20020224,1.75,1.75
20020225,1.75,1.75
20020226,1.75,1.75
20020227,1.75,1.75
20020228,1.75,1.75
20020301,1.75,1.75
20020302,1.75,1.75
20020303,1.75,1.75
20020304,1.75,1.75
20020305,1.75,1.75
20020306,1.75,1.75
20020307,1.75,1.75
20020308,1.75,1.75
20020309,1.75,1.75
20020310,1.75,1.75
20020311,1.75,1.75
20020312,1.75,1.75
20020313,1.75,1.75
20020314,1.75,1.75
20020315,1.75,1.75
20020316,1.75,1.75
20020317,1.75,1.75
20020318,1.75,1.75
20020319,1.75,1.75
20020320,1.75,1.75
20020321,1.75,1.75
20020322,1.75,1.75
20020323,1.75,1.75
20020324,1.75,1.75
20020325,1.75,1.75
20020326,1.75,1.75
20020327,1.75,1.75
20020328,1.75,1.75
20020329,1.75,1.75
20020330,1.75,1.75
20020331,1.75,1.75
20020401,1.75,1.75
20020402,1.75,1.75
20020403,1.75,1.75
20020404,1.75,1.75
20020405,1.75,1.75
20020406,1.75,1.75
20020407,1.75,1.75
20020408,1.75,1.75
20020409,1.75,1.75
20020410,1.75,1.75
20020411,1.75,1.75
20020412,1.75,1.75
20020413,1.75,1.75
20020414,1.75,1.75
20020415,1.75,1.75
20020416,1.75,1.75
20020417,1.75,1.75
20020418,1.75,1.75
20020419,1.75,1.75
20020420,1.75,1.75
20020421,1.75,1.75
20020422,1.75,1.75
20020423,1.75,1.75
20020424,1.75,1.75
20020425,1.75,1.75
20020426,1.75,1.75
20020427,1.75,1.75
20020428,1.75,1.75
20020429,1.75,1.75
20020430,1.75,1.75
20020501,1.75,1.75
20020502,1.75,1.75
20020503,1.75,1.75
20020504,1.75,1.75
20020505,1.75,1.75
20020506,1.75,1.75
20020507,1.75,1.75
20020508,1.75,1.75
20020509,1.75,1.75
20020510,1.75,1.75
20020511,1.75,1.75
20020512,1.75,1.75
20020513,1.75,1.75
20020514,1.75,1.75
20020515,1.75,1.75
20020516,1.75,1.75
20020517,1.75,1.75
20020518,1.75,1.75
20020519,1.75,1.75
20020520,1.75,1.75
20020521,1.75,1.75
20020522,1.75,1.75
20020523,1.75,1.75
20020524,1.75,1.75
20020525,1.75,1.75
20020526,1.75,1.75
20020527,1.75,1.75
20020528,1.75,1.75
20020529,1.75,1.75
20020530,1.75,1.75
20020531,1.75,1.75
20020601,1.75,1.75
20020602,1.75,1.75
20020603,1.75,1.75
20020604,1.75,1.75
20020605,1.75,1.75
20020606,1.75,1.75
20020607,1.75,1.75
20020608,1.75,1.75
20020609,1.75,1.75
20020610,1.75,1.75
20020611,1.75,1.75
20020612,1.75,1.75
20020613,1.75,1.75
20020614,1.75,1.75
20020615,1.75,1.75
20020616,1.75,1.75
20020617,1.75,1.75
20020618,1.75,1.75
20020619,1.75,1.75
20020620,1.75,1.75
20020621,1.75,1.75
20020622,1.75,1.75
20020623,1.75,1.75
20020624,1.75,1.75
20020625,1.75,1.75
20020626,1.75,1.75
20020627,1.75,1.75
20020628,1.75,1.75
20020629,1.75,1.75
20020630,1.75,1.75
20020701,1.75,1.75
20020702,1.75,1.75
20020703,1.75,1.75
20020704,1.75,1.75
20020705,1.75,1.75
20020706,1.75,1.75
20020707,1.75,1.75
20020708,1.75,1.75
20020709,1.75,1.75
20020710,1.75,1.75
20020711,1.75,1.75
20020712,1.75,1.75
20020713,1.75,1.75
20020714,1.75,1.75
20020715,1.75,1.75
20020716,1.75,1.75
20020717,1.75,1.75
20020718,1.75,1.75
20020719,1.75,1.75
20020720,1.75,1.75
20020721,1.75,1.75
20020722,1.75,1.75
20020723,1.75,1.75
20020724,1.75,1.75
20020725,1.75,1.75
20020726,1.75,1.75
20020727,1.75,1.75
20020728,1.75,1.75
20020729,1.75,1.75
20020730,1.75,1.75
20020731,1.75,1.75
20020801,1.75,1.75
20020802,1.75,1.75
20020803,1.75,1.75
20020804,1.75,1.75
20020805,1.75,1.75
20020806,1.75,1.75
20020807,1.75,1.75
20020808,1.75,1.75
20020809,1.75,1.75
20020810,1.75,1.75
20020811,1.75,1.75
20020812,1.75,1.75
20020813,1.75,1.75
20020814,1.75,1.75
20020815,1.75,1.75
20020816,1.75,1.75
20020817,1.75,1.75
20020818,1.75,1.75
20020819,1.75,1.75
20020820,1.75,1.75
20020821,1.75,1.75
20020822,1.75,1.75
20020823,1.75,1.75
20020824,1.75,1.75
20020825,1.75,1.75
20020826,1.75,1.75
20020827,1.75,1.75
20020828,1.75,1.75
20020829,1.75,1.75
20020830,1.75,1.75
20020831,1.75,1.75
20020901,1.75,1.75
20020902,1.75,1.75
20020903,1.75,1.75
20020904,1.75,1.75
20020905,1.75,1.75
20020906,1.75,1.75
20020907,1.75,1.75
20020908,1.75,1.75
20020909,1.75,1.75
20020910,1.75,1.75
20020911,1.75,1.75
20020912,1.75,1.75
20020913,1.75,1.75
20020914,1.75,1.75
20020915,1.75,1.75
20020916,1.75,1.75
20020917,1.75,1.75
20020918,1.75,1.75
20020919,1.75,1.75
20020920,1.75,1.75
20020921,1.75,1.75
20020922,1.75,1.75
20020923,1.75,1.75
20020924,1.75,1.75
20020925,1.75,1.75
20020926,1.75,1.75
20020927,1.75,1.75
20020928,1.75,1.75
20020929,1.75,1.75
20020930,1.75,1.75
20021001,1.75,1.75
20021002,1.75,1.75
20021003,1.75,1.75
20021004,1.75,1.75
20021005,1.75,1.75
20021006,1.75,1.75
20021007,1.75,1.75
20021008,1.75,1.75
20021009,1.75,1.75
20021010,1.75,1.75
20021011,1.75,1.75
20021012,1.75,1.75
20021013,1.75,1.75
20021014,1.75,1.75
20021015,1.75,1.75
20021016,1.75,1.75
20021017,1.75,1.75
20021018,1.75,1.75
20021019,1.75,1.75
20021020,1.75,1.75
20021021,1.75,1.75
20021022,1.75,1.75
20021023,1.75,1.75
20021024,1.75,1.75
20021025,1.75,1.75
20021026,1.75,1.75
20021027,1.75,1.75
20021028,1.75,1.75
20021029,1.75,1.75
20021030,1.75,1.75
20021031,1.75,1.75
20021101,1.75,1.75
20021102,1.75,1.75
20021103,1.75,1.75
20021104,1.75,1.75
20021105,1.75,1.75
20021106,1.25,1.25
20021107,1.25,1.25
20021108,1.25,1.25
20021109,1.25,1.25
20021110,1.25,1.25
20021111,1.25,1.25
20021112,1.25,1.25
20021113,1.25,1.25
20021114,1.25,1.25
20021115,1.25,1.25
20021116,1.25,1.25
20021117,1.25,1.25
20021118,1.25,1.25
20021119,1.25,1.25
20021120,1.25,1.25
20021121,1.25,1.25
20021122,1.25,1.25
20021123,1.25,1.25
20021124,1.25,1.25
20021125,1.25,1.25
20021126,1.25,1.25
20021127,1.25,1.25
20021128,1.25,1.25
20021129,1.25,1.25
20021130,1.25,1.25
20021201,1.25,1.25
20021202,1.25,1.25
20021203,1.25,1.25
20021204,1.25,1.25
20021205,1.25,1.25
20021206,1.25,1.25
20021207,1.25,1.25
20021208,1.25,1.25
20021209,1.25,1.25
20021210,1.25,1.25
20021211,1.25,1.25
20021212,1.25,1.25
20021213,1.25,1.25
20021214,1.25,1.25
20021215,1.25,1.25
20021216,1.25,1.25
20021217,1.25,1.25
20021218,1.25,1.25
20021219,1.25,1.25
20021220,1.25,1.25
20021221,1.25,1.25
20021222,1.25,1.25
20021223,1.25,1.25
20021224,1.25,1.25
20021225,1.25,1.25
20021226,1.25,1.25
20021227,1.25,1.25
20021228,1.25,1.25
20021229,1.25,1.25
20021230,1.25,1.25
20021231,1.25,1.25
20030101,1.25,1.25
20030102,1.25,1.25
20030103,1.25,1.25
20030104,1.25,1.25
20030105,1.25,1.25
20030106,1.25,1.25
20030107,1.25,1.25
20030108,1.25,1.25
20030109,1.25,1.25
20030110,1.25,1.25
20030111,1.25,1.25
20030112,1.25,1.25
20030113,1.25,1.25
20030114,1.25,1.25
20030115,1.25,1.25
20030116,1.25,1.25
20030117,1.25,1.25
20030118,1.25,1.25
20030119,1.25,1.25
20030120,1.25,1.25
20030121,1.25,1.25
20030122,1.25,1.25
20030123,1.25,1.25
20030124,1.25,1.25
20030125,1.25,1.25
20030126,1.25,1.25
20030127,1.25,1.25
20030128,1.25,1.25
20030129,1.25,1.25
20030130,1.25,1.25
20030131,1.25,1.25
20030201,1.25,1.25
20030202,1.25,1.25
20030203,1.25,1.25
20030204,1.25,1.25
20030205,1.25,1.25
20030206,1.25,1.25
20030207,1.25,1.25
20030208,1.25,1.25
20030209,1.25,1.25
20030210,1.25,1.25
20030211,1.25,1.25
20030212,1.25,1.25
20030213,1.25,1.25
20030214,1.25,1.25
20030215,1.25,1.25
20030216,1.25,1.25
20030217,1.25,1.25
20030218,1.25,1.25
20030219,1.25,1.25
20030220,1.25,1.25
20030221,1.25,1.25
20030222,1.25,1.25
20030223,1.25,1.25
20030224,1.25,1.25
20030225,1.25,1.25
20030226,1.25,1.25
20030227,1.25,1.25
20030228,1.25,1.25
20030301,1.25,1.25
20030302,1.25,1.25
20030303,1.25,1.25
20030304,1.25,1.25
20030305,1.25,1.25
20030306,1.25,1.25
20030307,1.25,1.25
20030308,1.25,1.25
20030309,1.25,1.25
20030310,1.25,1.25
20030311,1.25,1.25
20030312,1.25,1.25
20030313,1.25,1.25
20030314,1.25,1.25
20030315,1.25,1.25
20030316,1.25,1.25
20030317,1.25,1.25
20030318,1.25,1.25
20030319,1.25,1.25
20030320,1.25,1.25
20030321,1.25,1.25
20030322,1.25,1.25
20030323,1.25,1.25
20030324,1.25,1.25
20030325,1.25,1.25
20030326,1.25,1.25
20030327,1.25,1.25
20030328,1.25,1.25
20030329,1.25,1.25
20030330,1.25,1.25
20030331,1.25,1.25
20030401,1.25,1.25
20030402,1.25,1.25
20030403,1.25,1.25
20030404,1.25,1.25
20030405,1.25,1.25
20030406,1.25,1.25
20030407,1.25,1.25
20030408,1.25,1.25
20030409,1.25,1.25
20030410,1.25,1.25
20030411,1.25,1.25
20030412,1.25,1.25
20030413,1.25,1.25
20030414,1.25,1.25
20030415,1.25,1.25
20030416,1.25,1.25
20030417,1.25,1.25
20030418,1.25,1.25
20030419,1.25,1.25
20030420,1.25,1.25
20030421,1.25,1.25
20030422,1.25,1.25
20030423,1.25,1.25
20030424,1.25,1.25
20030425,1.25,1.25
20030426,1.25,1.25
20030427,1.25,1.25
20030428,1.25,1.25
20030429,1.25,1.25
20030430,1.25,1.25
20030501,1.25,1.25
20030502,1.25,1.25
20030503,1.25,1.25
20030504,1.25,1.25
20030505,1.25,1.25
20030506,1.25,1.25
20030507,1.25,1.25
20030508,1.25,1.25
20030509,1.25,1.25
20030510,1.25,1.25
20030511,1.25,1.25
20030512,1.25,1.25
20030513,1.25,1.25
20030514,1.25,1.25
20030515,1.25,1.25
20030516,1.25,1.25
20030517,1.25,1.25
20030518,1.25,1.25
20030519,1.25,1.25
20030520,1.25,1.25
20030521,1.25,1.25
20030522,1.25,1.25
20030523,1.25,1.25
20030524,1.25,1.25
20030525,1.25,1.25
20030526,1.25,1.25
20030527,1.25,1.25
20030528,1.25,1.25
20030529,1.25,1.25
20030530,1.25,1.25
20030531,1.25,1.25
20030601,1.25,1.25
20030602,1.25,1.25
20030603,1.25,1.25
20030604,1.25,1.25
20030605,1.25,1.25
20030606,1.25,1.25
20030607,1.25,1.25
20030608,1.25,1.25
20030609,1.25,1.25
20030610,1.25,1.25
20030611,1.25,1.25
20030612,1.25,1.25
20030613,1.25,1.25
20030614,1.25,1.25
20030615,1.25,1.25
20030616,1.25,1.25
20030617,1.25,1.25
20030618,1.25,1.25
20030619,1.25,1.25
20030620,1.25,1.25
20030621,1.25,1.25
20030622,1.25,1.25
20030623,1.25,1.25
20030624,1.25,1.25
20030625,1.0,1.0
20030626,1.0,1.0
20030627,1.0,1.0
20030628,1.0,1.0
20030629,1.0,1.0
20030630,1.0,1.0
20030701,1.0,1.0
20030702,1.0,1.0
20030703,1.0,1.0
20030704,1.0,1.0
20030705,1.0,1.0
20030706,1.0,1.0
20030707,1.0,1.0
20030708,1.0,1.0
20030709,1.0,1.0
20030710,1.0,1.0
20030711,1.0,1.0
20030712,1.0,1.0
20030713,1.0,1.0
20030714,1.0,1.0
20030715,1.0,1.0
20030716,1.0,1.0
20030717,1.0,1.0
20030718,1.0,1.0
20030719,1.0,1.0
20030720,1.0,1.0
20030721,1.0,1.0
20030722,1.0,1.0
20030723,1.0,1.0
20030724,1.0,1.0
20030725,1.0,1.0
20030726,1.0,1.0
20030727,1.0,1.0
20030728,1.0,1.0
20030729,1.0,1.0
20030730,1.0,1.0
20030731,1.0,1.0
20030801,1.0,1.0
20030802,1.0,1.0
20030803,1.0,1.0
20030804,1.0,1.0
20030805,1.0,1.0
20030806,1.0,1.0
20030807,1.0,1.0
20030808,1.0,1.0
20030809,1.0,1.0
20030810,1.0,1.0
20030811,1.0,1.0
20030812,1.0,1.0
20030813,1.0,1.0
20030814,1.0,1.0
20030815,1.0,1.0
20030816,1.0,1.0
20030817,1.0,1.0
20030818,1.0,1.0
20030819,1.0,1.0
20030820,1.0,1.0
20030821,1.0,1.0
20030822,1.0,1.0
20030823,1.0,1.0
20030824,1.0,1.0
20030825,1.0,1.0
20030826,1.0,1.0
20030827,1.0,1.0
20030828,1.0,1.0
20030829,1.0,1.0
20030830,1.0,1.0
20030831,1.0,1.0
20030901,1.0,1.0
20030902,1.0,1.0
20030903,1.0,1.0
20030904,1.0,1.0
20030905,1.0,1.0
20030906,1.0,1.0
20030907,1.0,1.0
20030908,1.0,1.0
20030909,1.0,1.0
20030910,1.0,1.0
20030911,1.0,1.0
20030912,1.0,1.0
20030913,1.0,1.0
20030914,1.0,1.0
20030915,1.0,1.0
20030916,1.0,1.0
20030917,1.0,1.0
20030918,1.0,1.0
20030919,1.0,1.0
20030920,1.0,1.0
20030921,1.0,1.0
20030922,1.0,1.0
20030923,1.0,1.0
20030924,1.0,1.0
20030925,1.0,1.0
20030926,1.0,1.0
20030927,1.0,1.0
20030928,1.0,1.0
20030929,1.0,1.0
20030930,1.0,1.0
20031001,1.0,1.0
20031002,1.0,1.0
20031003,1.0,1.0
20031004,1.0,1.0
20031005,1.0,1.0
20031006,1.0,1.0
20031007,1.0,1.0
20031008,1.0,1.0
20031009,1.0,1.0
20031010,1.0,1.0
20031011,1.0,1.0
20031012,1.0,1.0
20031013,1.0,1.0
20031014,1.0,1.0
20031015,1.0,1.0
20031016,1.0,1.0
20031017,1.0,1.0
20031018,1.0,1.0
20031019,1.0,1.0
20031020,1.0,1.0
20031021,1.0,1.0
20031022,1.0,1.0
20031023,1.0,1.0
20031024,1.0,1.0
20031025,1.0,1.0
20031026,1.0,1.0
20031027,1.0,1.0
20031028,1.0,1.0
20031029,1.0,1.0
20031030,1.0,1.0
20031031,1.0,1.0
20031101,1.0,1.0
20031102,1.0,1.0
20031103,1.0,1.0
20031104,1.0,1.0
20031105,1.0,1.0
20031106,1.0,1.0
20031107,1.0,1.0
20031108,1.0,1.0
20031109,1.0,1.0
20031110,1.0,1.0
20031111,1.0,1.0
20031112,1.0,1.0
20031113,1.0,1.0
20031114,1.0,1.0
20031115,1.0,1.0
20031116,1.0,1.0
20031117,1.0,1.0
20031118,1.0,1.0
20031119,1.0,1.0
20031120,1.0,1.0
20031121,1.0,1.0
20031122,1.0,1.0
20031123,1.0,1.0
20031124,1.0,1.0
20031125,1.0,1.0
20031126,1.0,1.0
20031127,1.0,1.0
20031128,1.0,1.0
20031129,1.0,1.0
20031130,1.0,1.0
20031201,1.0,1.0
20031202,1.0,1.0
20031203,1.0,1.0
20031204,1.0,1.0
20031205,1.0,1.0
20031206,1.0,1.0
20031207,1.0,1.0
20031208,1.0,1.0
20031209,1.0,1.0
20031210,1.0,1.0
20031211,1.0,1.0
20031212,1.0,1.0
20031213,1.0,1.0
20031214,1.0,1.0
20031215,1.0,1.0
20031216,1.0,1.0
20031217,1.0,1.0
20031218,1.0,1.0
20031219,1.0,1.0
20031220,1.0,1.0
20031221,1.0,1.0
20031222,1.0,1.0
20031223,1.0,1.0
20031224,1.0,1.0
20031225,1.0,1.0
20031226,1.0,1.0
20031227,1.0,1.0
20031228,1.0,1.0
20031229,1.0,1.0
20031230,1.0,1.0
20031231,1.0,1.0
20040101,1.0,1.0
20040102,1.0,1.0
20040103,1.0,1.0
20040104,1.0,1.0
20040105,1.0,1.0
20040106,1.0,1.0
20040107,1.0,1.0
20040108,1.0,1.0
20040109,1.0,1.0
20040110,1.0,1.0
20040111,1.0,1.0
20040112,1.0,1.0
20040113,1.0,1.0
20040114,1.0,1.0
20040115,1.0,1.0
20040116,1.0,1.0
20040117,1.0,1.0
20040118,1.0,1.0
20040119,1.0,1.0
20040120,1.0,1.0
20040121,1.0,1.0
20040122,1.0,1.0
20040123,1.0,1.0
20040124,1.0,1.0
20040125,1.0,1.0
20040126,1.0,1.0
20040127,1.0,1.0
20040128,1.0,1.0
20040129,1.0,1.0
20040130,1.0,1.0
20040131,1.0,1.0
20040201,1.0,1.0
20040202,1.0,1.0
20040203,1.0,1.0
20040204,1.0,1.0
20040205,1.0,1.0
20040206,1.0,1.0
20040207,1.0,1.0
20040208,1.0,1.0
20040209,1.0,1.0
20040210,1.0,1.0
20040211,1.0,1.0
20040212,1.0,1.0
20040213,1.0,1.0
20040214,1.0,1.0
20040215,1.0,1.0
20040216,1.0,1.0
20040217,1.0,1.0
20040218,1.0,1.0
20040219,1.0,1.0
20040220,1.0,1.0
20040221,1.0,1.0
20040222,1.0,1.0
20040223,1.0,1.0
20040224,1.0,1.0
20040225,1.0,1.0
20040226,1.0,1.0
20040227,1.0,1.0
20040228,1.0,1.0
20040229,1.0,1.0
20040301,1.0,1.0
20040302,1.0,1.0
20040303,1.0,1.0
20040304,1.0,1.0
20040305,1.0,1.0
20040306,1.0,1.0
20040307,1.0,1.0
20040308,1.0,1.0
20040309,1.0,1.0
20040310,1.0,1.0
20040311,1.0,1.0
20040312,1.0,1.0
20040313,1.0,1.0
20040314,1.0,1.0
20040315,1.0,1.0
20040316,1.0,1.0
20040317,1.0,1.0
20040318,1.0,1.0
20040319,1.0,1.0
20040320,1.0,1.0
20040321,1.0,1.0
20040322,1.0,1.0
20040323,1.0,1.0
20040324,1.0,1.0
